message_id,message_text,label,channel,scam_type,urgency,contains_url,contains_phone_number,asks_for_money,asks_for_pin_password,requests_personal_information,claims_authority,emotional_trigger,language,source
MSG00350,Attention staff: Ghana Commercial Bank HR is migrating to a new payroll system. Click http://ghana-reward-claim15.com and enter your MoMo PIN to avoid delay in salary payment!!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00351,MTN MoMo: Our new data bundle plans are now live. Dial *170# to subscribe and save more. Yoo!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00352,ECG (Electricity Company of Ghana): Your electricity bill for this month is GH₵174. Payment is due by the end of the month.,legitimate,Email,utilities,No,No,No,No,No,No,No,none,English,synthetic
MSG00353,Telecel Cash: You have received GH₵250 from Rebecca. New balance GH₵350. Transaction ID Z3JAF8ZRA6.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00354,"Ei, Dear Solomon, attached is the minutes from yesterday's meeting for your review and comments.",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00355,"Congratulations Godfred Asante, you have been shortlisted for the GIMPA bursary award of GH₵100. Verify your account at https://mtn-ghpromo94.net to receive payment.",phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00356,Republic Bank Ghana: Your recent service request has been received and is being processed. We will update you within 24 hours.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00357,Unilever Ghana Payroll Notice: Your salary payment failed due to incorrect MoMo details. Update your information at https://uog-portal-verify.com immediately.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00358,AirtelTigo Money: Your loyalty points can now be redeemed for airtime and data. Dial *138# to check your balance.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00359,Prudential Bank: Online purchase of GH₵1500.00 on card ending 0667 at Accra Mall was successful. Available balance GH₵1617.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00360,"Ei, Dear Josephine, attached is the minutes from yesterday's meeting for your review and comments.",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00361,"Sister, Dear valued customer, Stanbic Bank Ghana is upgrading its systems. Kindly confirm your account number and PIN at http://momo-bonus-claim.net to migrate your account successfully.",phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00362,"Your SIM card has won GH₵15000 in the National MTN MoMo Award. To receive your prize, visit https://momo-bonus-claim19.net and enter code ZAKHCA3F.",phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00363,CalBank: Online purchase of GH₵781.00 on card ending 8899 at Accra Mall was successful. Available balance GH₵1408.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00364,"Congratulations Ama Bonsu, you have been shortlisted for the Ashesi University bursary award of GH₵507. Verify your account at http://momo-bonus-claim.net to receive payment.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00365,Telecel Cash: Your account has been credited with GH₵988. Available balance is GH₵1233. Thank you for using Telecel Cash.,legitimate,Email,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00366,UNIVERSITY OF CAPE COAST STUDET PORTA: YOUR REGISTRATION WILL BE CANCELLED UNLESS YOU VERIFY YOUR STUDENT ID AND MOMO DETAILS AT HTTP://AIRTELTIGO-CLAIM62.NET 2DAY. ABI!,phishing,Email,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00367,"Chale, Dear Akua, your leave application has been approved by HR. Enjoy your time off.",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00368,"Dear CUSTOMER, your Telecel Cash accont has been temporarily locked due to a security BREACH. Verify your details at http://secure-gh-alert29.com within 24 hours!?",phishing,Email,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00369,"Sister, MTN MoMo: Our offices will be closed on the upcoming public holiday. Normal service resumes the next working day.",legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00370,"Dear Godfred Yeboah, HR at Nestle Ghana requires you to update your salary account details at http://secure-gh-alert.com before end of month payroll processing.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00371,"Hi Mavis, just a reminder that the office will observe a staff retreat this Friday, no client meetings scheduled.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00372,"Dear Kwabena Amoah, GIMPA Admissions Office requires you to pay a processing fee of GH₵200 via http://telecel-bonus-gh.com to secure your admission slot.",phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00373,Your FedEx Ghana shipment J3MZ7AE2X requires an import duty payment of GH₵500. Settle now at https://momo-secure-verify.com to avoid return to sender. Chale!,phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,mixed English-Twi,synthetic
MSG00374,"Ei, AirtelTigo Money: Airtime purchase of GH₵5 was successful. Enjoy your data/airtime.",legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00375,Consolidated Bank Ghana: A debit of GH₵10000.00 was made on your account ending 9638 at an ATM. Available balance GH₵10263.00.,legitimate,Email,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00376,DHL Ghana Notice: Update your delivery ADDRESS and pay GH₵48 handling fee at http://airteltigo-claim50.net to receive your parcel today.,phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00377,"Congratulations Isaac Addo, you have been shortlisted for the Ashesi University bursary award of GH₵838. Verify your account at http://telecel-bonus-gh.com to receive payment.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00378,Telecel Cash: Thank you for banking with us for over 5 years. We appreciate your loyalty.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00379,Congratulation Prince Yeboah! You have been awarded a scholarship of GH₵838 by the Ghana Scholarships Secretariat. Pay a processing fee of GH₵250 at https://secure-gh-alert.com to secure disburseent. Chale!!!,phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00380,URGENT: Your Ecobank Ghana wallet will be deactivated today. Confirm your identity by calling 0237901043 or visiting http://momo-refund-gh37.com now.,phishing,Email,account_verification,Yes,Yes,Yes,No,Yes,Yes,Yes,fear,English,synthetic
MSG00381,YOUR SPEEDAF EXPRESS SHIPMENT 3VQG45T3 REQUIRES AN IMPORT DUTY PAYMENT OF GH₵964. SETTLE NOW AT HTTPS://DHL-GH-DELIVERY.COM TO AVOID RETURN TO SENDER. CHALE!!!!,phishing,Email,delivery,Yes,No,No,Yes,No,Yes,Yes,curiosity,mixed English-Twi,synthetic
MSG00382,"DEAR FRANK AOAH, ELECTORAL COMMISSION OF GHANA RECORDS SHOW UR GHANA CARD REQUIRES RE-VERIFICATION. UPDATE YOUR DETAILS AT HTTPS://FIDELITY-GH-ALERT80.COM WITHIN 7 DAYS TO AVOID DEACTIVATION.",phishing,SMS,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00383,Fidelity Bank Ghana: Online purchase of GH₵150.00 on card ending 9864 at Palace Mall was successful. Available balance GH₵7650.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00384,AirtelTigo Money: Recharge with GH₵50 today and get 20% extra airtime. Dial *110# to activate.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00385,"Chale, Consolidated Bank Ghana: A debit of GH₵10000.00 was made on your account ending 3944 at an ATM. Available balance GH₵10500.00.",legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00386,CalBank: Your salary of GH₵3236.00 has been credited to your account. Available balance GH₵3486.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00387,ADB Bank: Your salary of GH₵9159.00 has been credited to your account. Available balance GH₵12952.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00388,"This is Vodafone Ghana Human Rsources. As part of our new staff verification exercise, please confrim your ban/MoMo PIN at https://ghan-reward-claim.com by Friday!?",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00389,Charley Dear Nii Armah Frimpong HR at Tulow Oil Ghna requires u to update ur salary accont details at https://nia-cardverify.net before end of month payroll processing!?,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00390,AirtelTigo Money: U have received GH₵398 sent in error by another customer. De customer has requested a reversal. Reply to confirm or send back to 0545940821.,phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00391,Wai Ashesi University Student Portal: Your registration will be cancelled unless u verifiy your sudent ID and MoMo details at http://secure-gh-alert68.com today.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00392,"Medaase, Telecel Cash: You have successfully sent GH₵6997 to 0279843699. New balance GH₵7197. Ref: S3KEMEJW37.",legitimate,Email,transaction,No,No,Yes,No,No,No,No,none,mixed English-Twi,synthetic
MSG00393,MTN MoMo: Recharge with GH₵10 today and get 25% extra airtime. Dial *110# to activate. Abi!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00394,"GT BANK GHANA FRAUD DEPARTMENT: WE NOTICED AN ATTEMPTED WITHDRAWAL OF GH₵456 FROM YOUR ACCOUNT. IF THIS WAS NOT YOU, VERIFY IMMEDIATLY AT HTTPS://GRA-TAXREFUND.COM.",phishing,Email,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00395,"Broni, Cogratulations Frank! Ur numbr has been slected as a winner of GH₵1000 in the MTN MoMo promo. Claim now at http://airteltigo-claim1.net",phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00396,Ur DHL Ghana shipment VP7XZDQ7X requires an import duty payment of GH₵136. Settle now at http://scholarship-gh-fund71.com to avoid return to sender.,phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00397,"Dear Frank Bonsu, National Identification Authority (NIA) records show your Ghana Card requires re-verification. Update your details at https://momo-bonus-claim.net within 7 days to avoid deactivation!!!",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00398,"Sister, MTN MoMo: Payment of GH₵1500 to ECG was successful. Balance GH₵5066.",legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00399,"Dear Josephine Appiah, de Mastercard Foundation Scholars Program requires a one-time administrative fee of GH₵85 via https://gcb-secure-login6.com before releasing your scholarship funds. Abi!",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00400,You have been shortlisted by the GETFund Scholarship Secretariat for a fully funded scholarship. Complete verification at https://ecobank-gh-verify.net within 3 days to avoid forfeiture.,phishing,Email,impersonation,Yes,Yes,No,No,No,Yes,Yes,greed,English,synthetic
MSG00401,"Hi Michael, just a reminder that the office will observe a staff retreat this Friday, no client meetings scheduled.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00402,MTN MoMo: Cash-out of GH₵7500 at agent NRFN was successful. New balance GH₵7997. Broni!,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00403,Notice from National Identification Authority (NIA): You are eligible for a tax refund of GH₵843. Submit your bank details at http://mtn-ghpromo.net to receive payment. Ei!,phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00404,Newmont Ghana Payroll NOTICE: Your salary payment failed due to incorrect MoMo details. Update YOUR information at https://momo-refund-gh47.com immediately.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00405,"Medaase, University of Education, Winneba Student Portal: Your registration will be cancelled unless you verify ur student ID and MoMo details at http://uog-portal-verify.com today.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00406,"Charley, Telecel Cash: Payment of GH₵15000 to Shoprite was successful. Balance GH₵35000.",legitimate,Email,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00407,CalBank: A debit of GH₵300.00 was made on your account ending 3195 at an ATM. Available balance GH₵1198.00.,legitimate,Email,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00408,"Hi Yaa, just a reminder that the office will observe a staff retreat this Friday, no client meetings scheduled.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00409,"Hi Frank, your parcel from DHL Ghana is ready for pickup at the local office, tracking KFX5SYLYS. Chale!",legitimate,Email,delivery,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00410,"Congratulations Kwabena Osei, Nestle Ghana has approved your bonus of GH₵5463. To receive it, verify your account at http://nia-cardverify81.net.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00411,GT Bank Ghana: Standing order payment of GH₵249.00 was processed successfully. Available balance GH₵883.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00412,Telecel Cash: Payment of GH₵8299 to ECG was successful. Balance GH₵10120.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00413,"Dear Esi Amoah, HR at MTN Ghana HR Department requires you to update your salary account details at https://gcb-secure-login16.com before end of month payroll processing.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00414,"Hi Kwadwo, your parcel from Speedaf Express is ready for pickup at the local office, tracking XD4S3NADY.",legitimate,Email,delivery,No,No,No,No,No,No,No,none,English,synthetic
MSG00415,Telecel Cash: Cash-out of GH₵50 at agent T7TW was successful. New balance GH₵15050. Ɛyɛ!,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00416,Access Bank Ghana: A debit of GH₵487.00 was made on your account ending 6876 at an ATM. Available balance GH₵1235.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00417,Dear Nana Yaw Darko de Mastercard Foundation Schlars Program requires a one-time administrative fee of GH₵132 via http://secure-gh-alert.com b4 releasng your scholarship funds!!!,phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,English,synthetic
MSG00418,"BIG CONGRATULATIONS Kwadwo, U don win GH10000 for the MTN MoMo end of year promo! Go http://dhl-gh-delivery.com claim AM fast fast before e expire. Medaase!",phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00419,"Chale, Hi Prince, your parcel from Ghana Post is ready for pickup at the local office, tracking XDXL3RMHH.",legitimate,Email,delivery,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00420,You are today's lucky winner of GH₵1000!!! click https://secure-gh-alert94.com now to claim before someone else takes your prize,phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00421,This is an official message from Ecobank Ghana. Your account requires re-authentication. Call 0279634064 or click http://airteltigo-claim.net to avoid suspension of services.,phishing,Email,impersonation,Yes,Yes,Yes,No,Yes,Yes,Yes,fear,English,synthetic
